itemName,itemsViewed,itemsPurchased,itemsAddedToCart,itemRevenue,prvItemsViewed,prvItemsPurchased,prvItemsAddedToCart,prvItemRevenue,ProductGrowthRate,VisitsGrowthRate
Jade Shell Sugar Bowl,110,0,3,0,39,0,4,0,0.0,1.8205128205128205
Jade Shell Sugar Bowl,110,0,3,0,39,0,4,0,0.0,1.8205128205128205
Barbier Sculptural Lamp 1970s,46,0,5,0,32,0,1,0,0.0,0.4375
Chirstopher Dresser's Tea Pot,27,0,1,0,21,0,0,0,0.0,0.2857142857142857
Small Hastings Pottery Studio Pottery vase,2,0,1,0,7,0,0,0,0.0,-0.7142857142857143
Very Large Abstract Glass Sculpture,0,0,0,0,0,0,0,0,0.0,0.0
Set Of 6 Coasters,1,0,0,0,0,0,0,0,0.0,0.0
Small Bronze Abstract Sculpture by Inger Brandt,0,0,0,0,0,0,0,0,0.0,0.0
Tellem Style Headrest (Mali),1,0,0,0,2,0,0,0,0.0,-0.5
Neoclassical Wrought Iron and Tan Leather Curule Stool,4,0,0,0,2,0,0,0,0.0,1.0
Large Glass Candlestick by Staffan Gellerstedt,0,0,0,0,0,0,0,0,0.0,0.0
Framed Model Study by Per Olof Netterblad,2,0,0,0,0,0,0,0,0.0,0.0
Just Andersen Mini Vase Collection,0,0,0,0,0,0,0,0,0.0,0.0
Decanter Set Simon Gate,1,0,0,0,1,0,0,0,0.0,0.0
Pleated Vase 1930s,0,0,0,0,0,0,0,0,0.0,0.0
Tulipiere Vase 1930s,4,0,0,0,0,0,0,0,0.0,0.0
Cosmo Coupe - Set of Four,3,0,0,0,0,0,0,0,0.0,0.0
Cosmo Cordial Coupe - Set of Four,0,0,0,0,0,0,0,0,0.0,0.0
Twist Napkins,2,0,0,0,1,0,0,0,0.0,1.0
Glamour Art Deco Bowl,0,0,0,0,0,0,0,0,0.0,0.0
Interior Oil Painting by SVEN OLOF ROSEN | Sweden | 1958,5,0,0,0,5,0,1,0,0.0,0.0
Six Inox Egg Cups,0,0,0,0,0,0,0,0,0.0,0.0
Handcarved Coasters,2,0,0,0,1,0,0,0,0.0,1.0
Marble Table Lamps Duo,2,0,0,0,0,0,1,0,0.0,0.0
"'Carrara' Ceramic Trio, 1940s, Sweden",2,0,0,0,2,0,0,0,0.0,0.0
Mid-Century Brass Candelabras,0,0,0,0,0,0,0,0,0.0,0.0
1930s Art Deco Facetted Liqueur Glasses,4,0,0,0,1,0,0,0,0.0,3.0
Brutalist Brass Candelabra | Netherlands | 1970s,3,0,0,0,6,0,0,0,0.0,-0.5
Stylish Pair of Postmodern Chrome Candleholders,2,0,0,0,1,0,0,0,0.0,1.0
Six Ice Cream Cups,2,0,0,0,1,0,0,0,0.0,1.0
Wenge Wood Grinder,0,0,0,0,0,0,0,0,0.0,0.0
Murano Swirl Mushroom Table Lamp by F Fabbian for Mazzega 1980s,2,0,0,0,4,0,0,0,0.0,-0.5
"""Bombè"" Alessi Tea/Coffee Set",1,0,0,0,2,0,0,0,0.0,-0.5
Art Nouveau liqueur goblet set,1,0,0,0,4,0,0,0,0.0,-0.75
Wenge Folding Magazine Rack,3,0,0,0,0,0,0,0,0.0,0.0
"""La Petite Boîte"" - Julii Table Lamp",0,0,0,0,0,0,0,0,0.0,0.0
"Art Deco Perfume Bottle, 1930s",2,0,0,0,1,0,0,0,0.0,1.0
Rare Franz Nagel Candlesticks,10,0,0,0,12,0,0,0,0.0,-0.16666666666666666
Rare Vintage Cutlery Set,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Silverclock - Red & Dark Red,0,0,0,0,0,0,0,0,0.0,0.0
Vintage Cubist Sculpture by Atelier Boulogne,194,0,10,0,34,0,1,0,0.0,4.705882352941177
Table Light 2022,35,0,0,0,15,0,1,0,0.0,1.3333333333333333
Fauvery 70's Ceramic Table Lamp,0,0,0,0,0,0,0,0,0.0,0.0
Wavy Small Vase,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Exotic Wood Sculpture by Pierre Dedieu,7,0,0,0,9,0,0,0,0.0,-0.2222222222222222
Small Sculptural Lamp,4,0,0,0,2,0,0,0,0.0,1.0
Barbier Box Lamp 1970s,3,0,0,0,4,0,0,0,0.0,-0.25
Harald Notini Decanter 1930s,0,0,0,0,0,0,0,0,0.0,0.0
Tapio Wirkkala Silver Bowls,1,0,0,0,1,0,0,0,0.0,0.0
Vintage Danish Wooden Salt & Pepper Set,5,0,1,0,6,0,0,0,0.0,-0.16666666666666666
Tonelli Camicino Cabinet Designed by Marco Gaudenzi,12,0,0,0,22,0,0,0,0.0,-0.45454545454545453
Round Scallop Tray Galaxy,15,0,1,0,10,0,0,0,0.0,0.5
Fiorucci,0,0,0,0,0,0,0,0,0.0,0.0
Happy Times by Lee Radziwill (Signed Copy),1,0,0,0,0,0,0,0,0.0,0.0
Sculptural Floor & Table Light,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
"Brass Candelabra, Sweden, 1950s",2,0,0,0,0,0,0,0,0.0,0.0
Livres de France: Revue Littéraire Mensuelle,0,0,0,0,0,0,0,0,0.0,0.0
'Ansoku' Painting,8,0,0,0,11,0,0,0,0.0,-0.2727272727272727
Brutalist Textured Studio Vase,1,0,0,0,2,0,0,0,0.0,-0.5
Vintage Scallop Trays Pair,0,0,0,0,0,0,0,0,0.0,0.0
Silver Mantel Vase,1,0,0,0,2,0,0,0,0.0,-0.5
Nanjizal Waters Vase - Ilona Semeniuk,1,0,0,0,0,0,0,0,0.0,0.0
Vintage Chrome Coupe Dish,2,0,0,0,0,0,0,0,0.0,0.0
Vintage Artwork,1,0,0,0,0,0,0,0,0.0,0.0
Vintage Silver Plate Jug & Bowl,0,0,0,0,0,0,0,0,0.0,0.0
European Studio Pottery Vase 1980s,0,0,0,0,0,0,0,0,0.0,0.0
Set 5 Vintage Chrome Leaf Trays,0,0,0,0,0,0,0,0,0.0,0.0
Mannelli Catch All,0,0,0,0,0,0,0,0,0.0,0.0
Rare Large Shell Pedestal Bowl,0,0,0,0,0,0,0,0,0.0,0.0
"4 Pine Chairs by Rainer Daumiller, Denmark, 1970s",1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
"White Knight Alabaster Table Lamp, Italy, 1970s",2,0,0,0,5,0,0,0,0.0,-0.6
Set of Bamboo Cutlery,3,0,0,0,1,0,0,0,0.0,2.0
Sculptural Ceramic Lamp,12,0,0,0,18,0,0,0,0.0,-0.3333333333333333
Brutalist Ashtray,11,0,1,0,13,0,1,0,0.0,-0.15384615384615385
Pair of Brutalist Candleholders,10,0,1,0,6,0,0,0,0.0,0.6666666666666666
1930s Art Deco Metal Lamp,0,0,0,0,0,0,0,0,0.0,0.0
Lily of the Valley Still Life 1961,0,0,0,0,0,0,0,0,0.0,0.0
Zig Zag Candle Holders,0,0,0,0,0,0,0,0,0.0,0.0
Chrome teapot by Matteo Thun for WMF,36,0,1,0,106,0,1,0,0.0,-0.660377358490566
Murano Glass Centre Piece,0,0,0,0,0,0,0,0,0.0,0.0
Silver Plated Shell Butter Dish,7,0,0,0,7,0,0,0,0.0,0.0
Shell and Swan Dish,2,0,0,0,0,0,0,0,0.0,0.0
Steel and Wood Tray,3,0,0,0,1,0,0,0,0.0,2.0
Noam Champagne Glass - Set of Four,5,0,0,0,12,1,3,308.31,-1.0,-0.5833333333333334
"Swedish Art Deco Metal and Wood Lamp, 1930s",0,0,0,0,0,0,0,0,0.0,0.0
1920's Table Lamp,14,0,1,0,14,0,0,0,0.0,0.0
String Bowl,0,0,0,0,0,0,0,0,0.0,0.0
"Vintage Neoclassical Sculpture, Sweden",0,0,0,0,0,0,0,0,0.0,0.0
Art Deco Zodiac Signs Decorative Dish,1,0,0,0,1,0,0,0,0.0,0.0
"Art Deco Torchière Table Lamp, France",0,0,0,0,0,0,0,0,0.0,0.0
"1930s Art Deco Metal Candlesticks, Denmark",1,0,0,0,0,0,0,0,0.0,0.0
"Large Ceramic Portrait / Wall Sculpture, 1930s",0,0,0,0,0,0,0,0,0.0,0.0
Vintage Burl Wood Spherical Ball Sculpture,2,0,0,0,1,0,0,0,0.0,1.0
The Modern Architecture of Cadaqués: 1955-71,1,0,0,0,0,0,0,0,0.0,0.0
Valérie Prot: Cadaqués,9,0,0,0,6,0,0,0,0.0,0.5
Revue Cahiers d'Art 1947,1,0,0,0,1,0,0,0,0.0,0.0
The Age of Rococo,2,0,0,0,0,0,0,0,0.0,0.0
Harrods MOP Cutlery Set,2,0,0,0,1,0,0,0,0.0,1.0
Stick Table Jesper Morrison 2000,2,0,0,0,4,0,0,0,0.0,-0.5
Christofle Silver Cutlery Holders,0,0,0,0,0,0,0,0,0.0,0.0
Barbier Lamp 1970s,1,0,0,0,1,0,0,0,0.0,0.0
Centrepiece Lino Sabattini 1970s,0,0,0,0,0,0,0,0,0.0,0.0
Cherry Jar Lino Sabattini,1,0,0,0,2,0,0,0,0.0,-0.5
Silver Brass Desk Lamp,1,0,0,0,0,0,0,0,0.0,0.0
Bronze Hand,1,0,0,0,0,0,0,0,0.0,0.0
Wood Apple & Pear,0,0,0,0,0,0,0,0,0.0,0.0
Triple Shell Server,1,0,0,0,0,0,0,0,0.0,0.0
Set of Six Mix-Matched Glasses,1,0,0,0,4,0,0,0,0.0,-0.75
Art Deco Cutlery,9,0,0,0,7,0,0,0,0.0,0.2857142857142857
Stainless Steel Tray,0,0,0,0,0,0,0,0,0.0,0.0
Art Deco Teapot,3,0,0,0,6,0,0,0,0.0,-0.5
Set of 7 Art Deco Glass,2,0,0,0,1,0,0,0,0.0,1.0
1940's Wooden lamp,0,0,0,0,0,0,0,0,0.0,0.0
Mid-Century Candleholder,6,0,0,0,2,0,0,0,0.0,2.0
Art Deco Creamer & Sugar Bowl,1,0,0,0,0,0,0,0,0.0,0.0
Small Teapot,0,0,0,0,0,0,0,0,0.0,0.0
Vintage Marble Chessboard,0,0,0,0,0,0,0,0,0.0,0.0
Vintage Green and White Marble Chessboard,0,0,0,0,0,0,0,0,0.0,0.0
Silver Fruit Bowl,1,0,0,0,1,0,0,0,0.0,0.0
Silver Clock,1,0,0,0,10,0,0,0,0.0,-0.9
Brutalist Ashtray,11,0,1,0,13,0,1,0,0.0,-0.15384615384615385
Coco Egg Cup Set,26,0,2,0,14,0,0,0,0.0,0.8571428571428571
Pair of Brutalist Candleholders,10,0,1,0,6,0,0,0,0.0,0.6666666666666666
"Elda, watercolor on 300g/m2 cotton paper",0,0,0,0,0,0,0,0,0.0,0.0
Barbier Sculptural Lamp 1970s,46,0,5,0,32,0,1,0,0.0,0.4375
Mirror Bien Fait in Lava Stone,3,0,0,0,8,0,0,0,0.0,-0.625
Steel Wall light,0,0,1,0,0,0,0,0,0.0,0.0
Irving Penn regards the work of Issey Miyake,3,0,0,0,3,0,0,0,0.0,0.0
Bohemian Amber Glass Vase by Miloslav Klinger for ZBS,2,0,0,0,5,0,0,0,0.0,-0.6
"Set of Six Crystal Liqueur Glasses, Rosenthal Berlin",0,0,0,0,0,0,0,0,0.0,0.0
Michele Bowl Small,7,0,0,0,11,1,2,219.464763,-1.0,-0.36363636363636365
"Ice cube lighter by Antonio Imperatore Italy, 1970",6,0,0,0,3,0,0,0,0.0,1.0
Mid-Century Cutlery Set,0,0,0,0,0,0,0,0,0.0,0.0
Set of Six Stainless Steel Egg Cups,0,0,0,0,0,0,0,0,0.0,0.0
Silver Vintage Basket,1,0,0,0,0,0,0,0,0.0,0.0
Danish Sugar and Creamer Set,1,0,0,0,1,0,0,0,0.0,0.0
Dali's Mustache,0,0,0,0,0,0,0,0,0.0,0.0
The Cut Outs of: Henri Matisse,2,0,0,0,0,0,0,0,0.0,0.0
Spreader Knives Set,0,0,0,0,0,0,0,0,0.0,0.0
Silver Pillbox With Onyx Stone,0,0,0,0,0,0,0,0,0.0,0.0
Mexican Silver Shell Vide Poche,1,0,0,0,1,0,0,0,0.0,0.0
Vintage Genre Oil Painting with Market Scenes,1,0,0,0,0,0,0,0,0.0,0.0
Vintage Still Life Painting in Blue Hues | Oil on Canvas,0,0,0,0,0,0,0,0,0.0,0.0
Vintage Realism Still Life Oil Painting | 1970s,1,0,0,0,1,0,0,0,0.0,0.0
70's Vintage Glass Basket,0,0,0,0,0,0,0,0,0.0,0.0
Wooden Art Deco Table Lamp,73,1,1,356.535419,44,0,2,0,0.0,0.6590909090909091
Shell Silver-Plated Butter Dish,5,0,0,0,0,0,0,0,0.0,0.0
Faceted Crystal Candleholder,0,0,0,0,0,0,0,0,0.0,0.0
Italian Glasses,0,0,0,0,0,0,0,0,0.0,0.0
Scandinavian Modular Candelabra,1,0,0,0,5,0,0,0,0.0,-0.8
"Untitled, painting, 2024",2,0,0,0,4,0,0,0,0.0,-0.5
"Untitled, 2024",3,0,0,0,4,0,0,0,0.0,-0.25
"Untitled, 2024",3,0,0,0,4,0,0,0,0.0,-0.25
Engraved Stainless Steel Mug,0,0,0,0,0,0,0,0,0.0,0.0
Shell-Shaped Fruit Bowl,1,0,0,0,7,0,0,0,0.0,-0.8571428571428571
5x Shell Dessert Plates,0,0,0,0,0,0,0,0,0.0,0.0
Iron Swirl Fruit Bowl,0,0,0,0,0,0,0,0,0.0,0.0
Marfa Muse,3,0,0,0,3,0,0,0,0.0,0.0
Double Shell-Shaped Serving tray,0,0,0,0,0,0,0,0,0.0,0.0
Indian Red - Oil on canvas,2,0,0,0,9,0,0,0,0.0,-0.7777777777777778
Warm White - Oil on canvas,27,0,0,0,26,0,0,0,0.0,0.038461538461538464
Prussian Blue - Two Tone - Oil on canvas,2,0,0,0,1,0,0,0,0.0,1.0
Indian Red - Oil on canvas,2,0,0,0,9,0,0,0,0.0,-0.7777777777777778
Prussian Blue - Two Tone - Oil on canvas,2,0,0,0,1,0,0,0,0.0,1.0
French XVIII Century Painters,0,0,0,0,0,0,0,0,0.0,0.0
Aram Serving Utensils,1,0,0,0,6,0,0,0,0.0,-0.8333333333333334
"Still Life, Martha Dominius 1947",0,0,0,0,0,0,0,0,0.0,0.0
Black Crochet Lamp,1,0,0,0,12,1,1,400,-1.0,-0.9166666666666666
Sculpture Bertil Lundgren 1971,0,0,0,0,0,0,0,0,0.0,0.0
Lino Sabattini Vide Poche 1970s,0,0,0,0,0,0,0,0,0.0,0.0
Twisted Birch Table Lamp 1960s,0,0,0,0,0,0,0,0,0.0,0.0
Sleek Candelabra,0,0,0,0,0,0,0,0,0.0,0.0
Brutalist Cylinder Vase,0,0,0,0,0,0,0,0,0.0,0.0
Wavy magazine rack,1,0,0,0,1,0,0,0,0.0,0.0
Two-piece Candelabra,0,0,0,0,0,0,0,0,0.0,0.0
Abstract vase XL,2,0,0,0,0,0,0,0,0.0,0.0
Curly Candleholder,5,0,0,0,2,0,0,0,0.0,1.5
Curly Minimalistic Lamp,0,0,0,0,0,0,0,0,0.0,0.0
Tapio Wirkkala Silver Vase,0,0,0,0,0,0,0,0,0.0,0.0
1950s yellow Murano Bullicante ashtray,2,0,0,0,0,0,0,0,0.0,0.0
Mid Century silver plated italian bowl,0,0,0,0,0,0,0,0,0.0,0.0
Shell Shaped Silver Plated Dutter Dish,2,0,0,0,1,0,0,0,0.0,1.0
6 swiss made stainless steel espresso cups,0,0,0,0,0,0,0,0,0.0,0.0
Shell Shaped Butter Dish,10,0,0,0,8,0,0,0,0.0,0.25
1970s Italian onyx jewellery box,1,0,0,0,0,0,0,0,0.0,0.0
Vintage Pierre Forsell Sconce,1,0,0,0,1,0,0,0,0.0,0.0
Set of Three Boxes,2,0,0,0,3,0,0,0,0.0,-0.3333333333333333
Vintage Wine-cooler,1,0,0,0,5,0,0,0,0.0,-0.8
Stainless Tray,0,0,0,0,0,0,0,0,0.0,0.0
Crackled Glass Pitcher,2,0,0,0,0,0,0,0,0.0,0.0
Art Deco Tray-set,0,0,0,0,0,0,0,0,0.0,0.0
1920's Swedish Grace Lamp,2,0,0,0,4,0,0,0,0.0,-0.5
Art Deco Swedish Grace Tea-set,0,0,0,0,0,0,0,0,0.0,0.0
1960's Wooden Lamp,0,0,0,0,0,0,0,0,0.0,0.0
Murano Desk Lamp,1,0,0,0,4,0,0,0,0.0,-0.75
Twisted Wooden Lamp,0,0,0,0,0,0,0,0,0.0,0.0
Börge Lindau Lamp,1,0,0,0,1,0,0,0,0.0,0.0
Set of 3 Nesting Shell Boxes,6,0,0,0,3,0,0,0,0.0,1.0
Set of 6 Small Shell Dishes,1,0,0,0,0,0,0,0,0.0,0.0
"(a-tent), 2024 Framed Hand Loomed Tapestry",2,0,0,0,1,0,0,0,0.0,1.0
Mother of Pearl Knives,1,0,0,0,0,0,0,0,0.0,0.0
Double Shell-Shaped Serving tray,0,0,0,0,0,0,0,0,0.0,0.0
Large Foz Lamp,2,0,0,0,5,0,0,0,0.0,-0.6
Swirl Decorative Dish,2,0,0,0,4,0,0,0,0.0,-0.5
Art Deco Decorative Dish,0,0,0,0,0,0,0,0,0.0,0.0
Set of 6 Ice Cream Coupes,0,0,0,0,0,0,0,0,0.0,0.0
Elaiónas - Painting,0,0,0,0,0,0,0,0,0.0,0.0
Agapitós - Painting,0,0,0,0,0,0,0,0,0.0,0.0
Marble Chess Board,0,0,0,0,0,0,0,0,0.0,0.0
Delicate Female Upper Body,1,0,0,0,1,0,0,0,0.0,0.0
Defined torso sculpture XL,1,0,0,0,0,0,0,0,0.0,0.0
Women Torso Sculpture,1,0,0,0,2,0,0,0,0.0,-0.5
Assymetric torso XL,1,0,0,0,1,0,0,0,0.0,0.0
Marbled torso sculpture,0,0,0,0,0,0,0,0,0.0,0.0
Vintage Coffee Set,0,0,0,0,0,0,0,0,0.0,0.0
Small Shell Box,1,0,0,0,1,0,0,0,0.0,0.0
Medium Steel Tray,2,0,0,0,0,0,0,0,0.0,0.0
Silver Fluted Vase,2,0,0,0,2,0,0,0,0.0,0.0
Jean Cocteau: Poete Graphique,1,0,0,0,1,0,0,0,0.0,0.0
Jean Cocteau Exhibition Catalogue organized by National Book League,0,0,0,0,0,0,0,0,0.0,0.0
Pair of Brutalist Candleholders,10,0,1,0,6,0,0,0,0.0,0.6666666666666666
Thru and Thru #1,0,0,0,0,0,0,0,0,0.0,0.0
Thru and Thru #2,0,0,0,0,0,0,0,0,0.0,0.0
Swan Toast Rack,3,0,1,0,1,0,0,0,0.0,2.0
Silver Shell Dish,2,0,0,0,0,0,0,0,0.0,0.0
Heavy Silver Bucket,1,0,0,0,0,0,0,0,0.0,0.0
Triple Shell Silver Serving Dish,0,0,0,0,0,0,0,0,0.0,0.0
"Composition Rune Jansson, Sweden, 1951",0,0,0,0,0,0,0,0,0.0,0.0
"Gråvader Arne Olsson, Swedish",2,0,0,0,1,0,0,0,0.0,1.0
Vintage Abstract Stone Female Sculpture,0,0,0,0,0,0,0,0,0.0,0.0
Large Sugar Bowl,0,0,0,0,0,0,0,0,0.0,0.0
Conic Pepper and Salt Set,0,0,0,0,0,0,0,0,0.0,0.0
70's Plexiglass Ashtray,0,0,0,0,0,0,0,0,0.0,0.0
Set of 4 Spirale Egg Cups,1,0,0,0,1,0,0,0,0.0,0.0
Veiled Dusk - mixed media on canvas,1,0,0,0,0,0,0,0,0.0,0.0
Postmodern Wavey Chrome Table Lamp,20,0,4,0,22,0,2,0,0.0,-0.09090909090909091
Large Bohemian Bowl in two tone technique,0,0,0,0,0,0,0,0,0.0,0.0
Bohemian Cranberry Red bowl by Josef Hospodka,0,0,0,0,0,0,0,0,0.0,0.0
Postmodern Toast Rack (Tomado Holland),8,0,1,0,0,0,0,0,0.0,0.0
Trio of Chrome Plated Candleholders,0,0,0,0,0,0,0,0,0.0,0.0
Set of 6 Espresso Cups,2,0,0,0,2,0,0,0,0.0,0.0
Set of 4 Ice Cream Cups,0,0,0,0,0,0,0,0,0.0,0.0
"Way of thinking - Acrylic, oil pastel, charchoal on canvas",0,0,0,0,0,0,0,0,0.0,0.0
"Untitled - Acrylic, oil pastel, charcoal on canvas",1,0,0,0,2,0,0,0,0.0,-0.5
Cowhide Pouf,2,0,0,0,3,0,0,0,0.0,-0.3333333333333333
Set of 3 Nesting Shell Boxes,6,0,0,0,3,0,0,0,0.0,1.0
Modernist Table Lamp,0,0,0,0,0,0,0,0,0.0,0.0
Crimson Horizons - Mixed media on canvas,5,0,0,0,0,0,0,0,0.0,0.0
Terra Incognita (Diptych) - Mixed media on canvas,4,0,0,0,8,0,0,0,0.0,-0.5
Solar Mirage - Mixed media on canvas,2,0,0,0,10,0,0,0,0.0,-0.8
Vintage Steel Tray,0,0,0,0,0,0,0,0,0.0,0.0
Vintage Chrome Candleholder,1,0,0,0,0,0,0,0,0.0,0.0
Vintage Stoneware Lamps,0,0,0,0,0,0,0,0,0.0,0.0
Marble Cups Set,0,0,0,0,0,0,0,0,0.0,0.0
Art Deco Cutlery,9,0,0,0,7,0,0,0,0.0,0.2857142857142857
Chrome Bowl 'INconcept',1,0,0,0,0,0,0,0,0.0,0.0
Avant Garde Glass Ashtray,1,0,0,0,0,0,0,0,0.0,0.0
Vintage Wooden Bowl,0,0,0,0,0,0,0,0,0.0,0.0
Wooden Coasters,1,0,0,0,0,0,0,0,0.0,0.0
Wooden Candleholder,11,0,2,0,8,0,2,0,0.0,0.375
Sculptural Vase,0,0,0,0,0,0,0,0,0.0,0.0
Vintage Rörstrand Pitcher,0,0,0,0,0,0,0,0,0.0,0.0
Stoneware Pitcher,0,0,0,0,0,0,0,0,0.0,0.0
Ceramic Teapot,0,0,0,0,0,0,0,0,0.0,0.0
1930's Höganäs Vase,0,0,0,0,0,0,0,0,0.0,0.0
1930's Höganäs Vase,0,0,0,0,0,0,0,0,0.0,0.0
Vintage Murano Lamp,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Mexican Abalone Tray,0,0,0,0,0,0,0,0,0.0,0.0
Salad Servers,0,0,0,0,0,0,0,0,0.0,0.0
Crystal Ice Bucket,0,0,0,0,0,0,0,0,0.0,0.0
Brass Shell Box,0,0,0,0,0,0,0,0,0.0,0.0
Crystal Espresso Cups,0,0,0,0,0,0,0,0,0.0,0.0
Art Deco Salt and Pepper,0,0,0,0,0,0,0,0,0.0,0.0
Midcentury Landscape with Birch Trees,0,0,0,0,0,0,0,0,0.0,0.0
Grande Ornate Candle Holder,0,0,0,0,0,0,0,0,0.0,0.0
Mushroom Lamp,1,0,0,0,4,0,0,0,0.0,-0.75
Modernist Sculpture,1,0,0,0,2,0,0,0,0.0,-0.5
Contrasting Vases Set,0,0,0,0,0,0,0,0,0.0,0.0
Sleek Candle Holder Set,0,0,0,0,0,0,0,0,0.0,0.0
Memphis Magazine Rack,0,0,0,0,0,0,0,0,0.0,0.0
"Acrylic on abstract canvas signed Shultz, 1959",0,0,0,0,0,0,0,0,0.0,0.0
Double Wrought Iron Candlestick,1,0,0,0,2,0,0,0,0.0,-0.5
Brass 80's Large Tray,0,0,0,0,0,0,0,0,0.0,0.0
Apple Sugar Bowl,0,0,0,0,0,0,0,0,0.0,0.0
Large Silver-Plated Oval Tray,0,0,0,0,0,0,0,0,0.0,0.0
Swan & Shell Vide-Poche,0,0,0,0,0,0,0,0,0.0,0.0
Large Shell Butter Dish,0,0,0,0,0,0,0,0,0.0,0.0
Large Oval Dish,0,0,0,0,0,0,0,0,0.0,0.0
Silver Lime Sculpture,0,0,0,0,0,0,0,0,0.0,0.0
Silver Walnut Sculpture,0,0,0,0,0,0,0,0,0.0,0.0
PICASSO 'THE MASTERWORKS',1,0,0,0,2,0,0,0,0.0,-0.5
Silver Apple Sculpture,0,0,0,0,0,0,0,0,0.0,0.0
Silver Pear Sculpture,0,0,0,0,0,0,0,0,0.0,0.0
Vintage Crystal Chess Board,2,0,0,0,1,0,0,0,0.0,1.0
Silver Banana Sculpture,0,0,0,0,0,0,0,0,0.0,0.0
Silver Custard Apple Sculpture,0,0,0,0,0,0,0,0,0.0,0.0
Ethiopian Teapot,1,0,0,0,2,0,0,0,0.0,-0.5
Folke Ahrström Cocktail Set 1930,1,0,0,0,0,0,0,0,0.0,0.0
Art Deco Cutlery,9,0,0,0,7,0,0,0,0.0,0.2857142857142857
1950's Art Deco Bowl,1,0,0,0,0,0,0,0,0.0,0.0
Art Deco Teapot,3,0,0,0,6,0,0,0,0.0,-0.5
Steel Wave Candleholder,2,0,0,0,4,0,0,0,0.0,-0.5
Small Art Deco Cups,0,0,0,0,0,0,0,0,0.0,0.0
Art Deco Tray,0,0,0,0,0,0,0,0,0.0,0.0
Swan Brass Vide Poche,1,0,0,0,0,0,0,0,0.0,0.0
Italian Silver Art Deco Candleholders,1,0,0,0,1,0,0,0,0.0,0.0
1980s Art Deco Revival carafe,0,0,0,0,0,0,0,0,0.0,0.0
1960s Space Age Glass Ashtray,0,0,0,0,0,0,0,0,0.0,0.0
Glass Decanter,19,0,2,0,6,0,0,0,0.0,2.1666666666666665
Set of 2 Candle Holders,2,0,0,0,2,0,0,0,0.0,0.0
Sculptural Ceramic Lamp,12,0,0,0,18,0,0,0,0.0,-0.3333333333333333
Still Life Hållander 1979,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Pewter Jar Svenskt Tenn,0,0,0,0,0,0,0,0,0.0,0.0
Deco Crystal Table Lamp,0,0,0,0,0,0,0,0,0.0,0.0
Michael Vase Large,0,0,0,0,0,0,0,0,0.0,0.0
Mouthblown Oliver Vase,0,0,0,0,0,0,0,0,0.0,0.0
Alban Wine Glass - Set of Four,0,0,0,0,0,0,0,0,0.0,0.0
Noam Wine Glass - Set of Four,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Oliver Vase,0,0,0,0,0,0,0,0,0.0,0.0
Set of six appetizer skewers,1,0,0,0,1,0,0,0,0.0,0.0
Set of silver-plated metal cutlery,0,0,0,0,0,0,0,0,0.0,0.0
Teaball Teapot by Carsten Joergensen,0,0,0,0,0,0,0,0,0.0,0.0
"Love Letters #3, 2024",0,0,0,0,0,0,0,0,0.0,0.0
"Love Letters #1, 2024",1,0,0,0,1,0,0,0,0.0,0.0
"Love Letters #2, 2024",0,0,0,0,0,0,0,0,0.0,0.0
70's Chrome Candle holder,11,0,1,0,8,0,0,0,0.0,0.375
Stig Lindberg 1950's Lamp,0,0,0,0,0,0,0,0,0.0,0.0
1980's Cubic Lamp,0,0,0,0,0,0,0,0,0.0,0.0
Art Deco Decanter & Glass,1,0,0,0,0,0,0,0,0.0,0.0
Chrome & Wood Candleholder,0,0,0,0,0,0,0,0,0.0,0.0
Bauhaus Table Lamp,3,0,0,0,8,0,0,0,0.0,-0.625
1920's Art Deco Lamp,1,0,0,0,0,0,0,0,0.0,0.0
Dark Silverplated Candeholder,0,0,0,0,0,0,0,0,0.0,0.0
Soapstone Candleholder,0,0,0,0,0,0,0,0,0.0,0.0
Brass Twisted Candleholders,0,0,0,0,0,0,0,0,0.0,0.0
Flowerball Vase Harald Notini 1930,0,0,0,0,0,0,0,0,0.0,0.0
De Vecchi Milano Silver Sculpture,0,0,0,0,0,0,0,0,0.0,0.0
Geometric Paper Weights 1930,0,0,0,0,0,0,0,0,0.0,0.0
Sculptural Ceramic Lamp,12,0,0,0,18,0,0,0,0.0,-0.3333333333333333
Rattan Stool Tony Paul,0,0,0,0,0,0,0,0,0.0,0.0
Magnolia Grandiflora 1979,0,0,0,0,0,0,0,0,0.0,0.0
Olympia by Walter Hege and Gerhart Rodenwaldt,1,0,0,0,0,0,0,0,0.0,0.0
Murano Stripped Jug,0,0,0,0,0,0,0,0,0.0,0.0
Shell Decorative Bowl,1,0,0,0,2,0,0,0,0.0,-0.5
Silver Seasonings Set,1,0,0,0,0,0,0,0,0.0,0.0
Joan Miro By James Thrall Soby First Edition 1959,0,0,0,0,0,0,0,0,0.0,0.0
Joan Miro: His Graphic Work First Edition 1958,1,0,0,0,1,0,0,0,0.0,0.0
